Ticker,Date,Close
SHOP,7/6/2022,33.04
SHOP,7/7/2022,35.33
SHOP,7/8/2022,35.57
SHOP,7/11/2022,32.32
SHOP,7/12/2022,32.38
SHOP,7/13/2022,32.15
SHOP,7/14/2022,30.67
SHOP,7/15/2022,31.27
SHOP,7/18/2022,32.54
SHOP,7/19/2022,34.37
SHOP,7/20/2022,38.49
SHOP,7/21/2022,40.4
SHOP,7/22/2022,37.35
SHOP,7/25/2022,36.71
SHOP,7/26/2022,31.55
SHOP,7/27/2022,35.24
SHOP,7/28/2022,35.91
SHOP,7/29/2022,34.83
SHOP,8/1/2022,36.44
SHOP,8/2/2022,37.74
SHOP,8/3/2022,41.93
SHOP,8/4/2022,41.02
SHOP,8/5/2022,40.81
SHOP,8/8/2022,39.77
SHOP,8/9/2022,36.75
SHOP,8/10/2022,40.61
SHOP,8/11/2022,40.42
SHOP,8/12/2022,40.76
SHOP,8/15/2022,39.84
SHOP,8/16/2022,39.58
SHOP,8/17/2022,37.3
SHOP,8/18/2022,36.86
SHOP,8/19/2022,34.2
SHOP,8/22/2022,33.18
SHOP,8/23/2022,32.47
SHOP,8/24/2022,33.29
SHOP,8/25/2022,34.34
SHOP,8/26/2022,32.42
SHOP,8/29/2022,31.94
SHOP,8/30/2022,31.36
SHOP,8/31/2022,31.65
SHOP,9/1/2022,31.27
SHOP,9/2/2022,30.11
SHOP,9/6/2022,29.84
SHOP,9/7/2022,30.98
SHOP,9/8/2022,31.94
SHOP,9/9/2022,34.81
SHOP,9/12/2022,35.16
SHOP,9/13/2022,32.7
SHOP,9/14/2022,33.69
SHOP,9/15/2022,33.85
SHOP,9/16/2022,31.73
SHOP,9/19/2022,32.94
SHOP,9/20/2022,30.95
SHOP,9/21/2022,30.55
SHOP,9/22/2022,28.57
SHOP,9/23/2022,28.76
SHOP,9/26/2022,28.25
SHOP,9/27/2022,27.85
SHOP,9/28/2022,29.24
SHOP,9/29/2022,26.77
SHOP,9/30/2022,26.94
SHOP,10/3/2022,27.76
SHOP,10/4/2022,31.53
SHOP,10/5/2022,30.83
SHOP,10/6/2022,30.06
SHOP,10/7/2022,27.21
SHOP,10/10/2022,26.45
SHOP,10/11/2022,25.67
SHOP,10/12/2022,25.99
SHOP,10/13/2022,26.24
SHOP,10/14/2022,26.06
SHOP,10/17/2022,27.76
SHOP,10/18/2022,28.73
SHOP,10/19/2022,28.35
SHOP,10/20/2022,29.73
SHOP,10/21/2022,29.75
SHOP,10/24/2022,28.75
SHOP,10/25/2022,29.83
SHOP,10/26/2022,29.06
SHOP,10/27/2022,34.1
SHOP,10/28/2022,34.19
SHOP,10/31/2022,34.23
SHOP,11/1/2022,34.79
SHOP,11/2/2022,33.51
SHOP,11/3/2022,33.74
SHOP,11/4/2022,32.15
SHOP,11/7/2022,32.24
SHOP,11/8/2022,32.8
SHOP,11/9/2022,30.9
SHOP,11/10/2022,36.51
SHOP,11/11/2022,39.44
SHOP,11/14/2022,38.4
SHOP,11/15/2022,40.02
SHOP,11/16/2022,38.51
SHOP,11/17/2022,37.72
SHOP,11/18/2022,36.59
SHOP,11/21/2022,35.21
SHOP,11/22/2022,35.28
SHOP,11/23/2022,36.77
SHOP,11/25/2022,36.79
SHOP,11/28/2022,38.03
SHOP,11/29/2022,37.15
SHOP,11/30/2022,40.88
SHOP,12/1/2022,43.4
SHOP,12/2/2022,43.06
SHOP,12/5/2022,40.79
SHOP,12/6/2022,38.97
SHOP,12/7/2022,38.49
SHOP,12/8/2022,38.64
SHOP,12/9/2022,38.38
SHOP,12/12/2022,38.38
SHOP,12/13/2022,38.78
SHOP,12/14/2022,38.24
SHOP,12/15/2022,36.39
SHOP,12/16/2022,36.09
